"school","department","year","funding"
"Arkansas State University Main Campus","Directorate for Engineering",2024,1008474
"Arkansas State University Main Campus","Directorate for Geosciences",2015,1141983
"Arkansas State University Main Campus","Directorate for Geosciences",2020,68620
"Arkansas State University Main Campus","Directorate for Mathematical and Physical Sciences",2019,489000
"Arkansas State University Main Campus","Directorate for Mathematical and Physical Sciences",2021,345935
"Arkansas State University Main Campus","Directorate for STEM Education",2016,3271703
"Arkansas State University Main Campus","Directorate for STEM Education",2018,299937
"Arkansas State University Main Campus","Directorate for STEM Education",2022,1999484
"Arkansas State University Main Campus","Office Of The Director",2020,49999
"Arkansas State University Main Campus","Office Of The Director",2022,174864
"Associated Universities, Inc.","Directorate for Mathematical and Physical Sciences",2015,3266545
"Associated Universities, Inc.","Directorate for Mathematical and Physical Sciences",2016,827573800
"Associated Universities, Inc.","Directorate for Mathematical and Physical Sciences",2017,349994
"Associated Universities, Inc.","Directorate for Mathematical and Physical Sciences",2018,38939328
"Associated Universities, Inc.","Directorate for Mathematical and Physical Sciences",2019,79407835
"Associated Universities, Inc.","Directorate for Mathematical and Physical Sciences",2020,105719
"Associated Universities, Inc.","Directorate for Mathematical and Physical Sciences",2021,28121275
"Associated Universities, Inc.","Directorate for Mathematical and Physical Sciences",2022,1919632
"Associated Universities, Inc.","Directorate for Mathematical and Physical Sciences",2023,20605913
"Associated Universities, Inc.","Directorate for Mathematical and Physical Sciences",2024,31118304
"Associated Universities, Inc.","Directorate for STEM Education",2015,727496
"Associated Universities, Inc.","Directorate for STEM Education",2016,2515186
"Associated Universities, Inc.","Directorate for STEM Education",2018,2719102
"Associated Universities, Inc.","Directorate for STEM Education",2020,741128
"Associated Universities, Inc.","Directorate for STEM Education",2021,1128604
"Associated Universities, Inc.","Directorate for STEM Education",2024,729570
"Associated Universities, Inc.","Directorate for Technology, Innovation, and Partnerships",2019,99999
"Associated Universities, Inc.","Directorate for Technology, Innovation, and Partnerships",2021,249995
"Associated Universities, Inc.","Office Of The Director",2016,299705
"Associated Universities, Inc.","Office Of The Director",2022,2114531
"Associated Universities, Inc.","Office Of The Director",2024,49965
"Association Of Public And Land-Grant Universities","Directorate for Computer and Information Science and Engineering",2018,297681
"Association Of Public And Land-Grant Universities","Directorate for Computer and Information Science and Engineering",2019,599217
"Association Of Public And Land-Grant Universities","Directorate for Engineering",2015,49276
"Association Of Public And Land-Grant Universities","Directorate for Engineering",2017,487252
"Association Of Public And Land-Grant Universities","Directorate for Engineering",2018,49990
"Association Of Public And Land-Grant Universities","Directorate for Engineering",2021,31144
"Association Of Public And Land-Grant Universities","Directorate for STEM Education",2015,1499707
"Association Of Public And Land-Grant Universities","Directorate for STEM Education",2016,2886356
"Association Of Public And Land-Grant Universities","Directorate for STEM Education",2017,1187786
"Association Of Public And Land-Grant Universities","Directorate for STEM Education",2018,5758764
"Association Of Public And Land-Grant Universities","Directorate for STEM Education",2020,190973
"Association Of Public And Land-Grant Universities","Directorate for STEM Education",2024,1249999
"Association Of Public And Land-Grant Universities","Office Of The Director",2016,49850
"Association Of Public And Land-Grant Universities","Office Of The Director",2023,99800
"Auburn University","Directorate for Biological Sciences",2015,1274881
"Auburn University","Directorate for Biological Sciences",2016,1821968
"Auburn University","Directorate for Biological Sciences",2017,881967
"Auburn University","Directorate for Biological Sciences",2018,2509100
"Auburn University","Directorate for Biological Sciences",2019,4223684
"Auburn University","Directorate for Biological Sciences",2020,1296148
"Auburn University","Directorate for Biological Sciences",2021,3384371
"Auburn University","Directorate for Biological Sciences",2022,4973169
"Auburn University","Directorate for Biological Sciences",2023,2989741
"Auburn University","Directorate for Biological Sciences",2024,3309027
"Auburn University","Directorate for Computer and Information Science and Engineering",2015,810875
"Auburn University","Directorate for Computer and Information Science and Engineering",2016,2585009
"Auburn University","Directorate for Computer and Information Science and Engineering",2017,578759
"Auburn University","Directorate for Computer and Information Science and Engineering",2018,1077174
"Auburn University","Directorate for Computer and Information Science and Engineering",2019,1018385
"Auburn University","Directorate for Computer and Information Science and Engineering",2020,479889
"Auburn University","Directorate for Computer and Information Science and Engineering",2021,2697812
