"institution","rank","agency","dollars"
"U. of the Virgin Islands",238,"nasa",938000
"U. of the Virgin Islands",238,"nsf",8640000
"U. of the Virgin Islands",238,"usda",4090000
"U. of the Virgin Islands",238,"othera",3786000
"Wright State U.",239,"all federal r d expenditures",19081000
"Wright State U.",239,"dod",10171000
"Wright State U.",239,"doe",226000
"Wright State U.",239,"hhs",7150000
"Wright State U.",239,"nasa",173000
"Wright State U.",239,"nsf",647000
"Wright State U.",239,"usda",36000
"Wright State U.",239,"othera",678000
"U. Guam",240,"all federal r d expenditures",18992000
"U. Guam",240,"dod",2748000
"U. Guam",240,"doe",95000
"U. Guam",240,"hhs",2759000
"U. Guam",240,"nasa",682000
"U. Guam",240,"nsf",5195000
"U. Guam",240,"usda",4150000
"U. Guam",240,"othera",3363000
"Louisiana State U., Health Sciences Center, Shreveport",241,"all federal r d expenditures",18742000
"Louisiana State U., Health Sciences Center, Shreveport",241,"dod",125000
"Louisiana State U., Health Sciences Center, Shreveport",241,"doe",0
"Louisiana State U., Health Sciences Center, Shreveport",241,"hhs",18080000
"Louisiana State U., Health Sciences Center, Shreveport",241,"nasa",528000
"Louisiana State U., Health Sciences Center, Shreveport",241,"nsf",9000
"Louisiana State U., Health Sciences Center, Shreveport",241,"usda",0
"Louisiana State U., Health Sciences Center, Shreveport",241,"othera",0
"Rowan U.",242,"all federal r d expenditures",18454000
"Rowan U.",242,"dod",6945000
"Rowan U.",242,"doe",0
"Rowan U.",242,"hhs",6790000
"Rowan U.",242,"nasa",227000
"Rowan U.",242,"nsf",3562000
"Rowan U.",242,"usda",163000
"Rowan U.",242,"othera",767000
"Meharry Medical C.",243,"all federal r d expenditures",18398000
"Meharry Medical C.",243,"dod",159000
"Meharry Medical C.",243,"doe",396000
"Meharry Medical C.",243,"hhs",17321000
"Meharry Medical C.",243,"nasa",0
"Meharry Medical C.",243,"nsf",508000
"Meharry Medical C.",243,"usda",14000
"Meharry Medical C.",243,"othera",0
"Kent State U.",244,"all federal r d expenditures",17959000
"Kent State U.",244,"dod",682000
"Kent State U.",244,"doe",1142000
"Kent State U.",244,"hhs",9106000
"Kent State U.",244,"nasa",164000
"Kent State U.",244,"nsf",5691000
"Kent State U.",244,"usda",23000
"Kent State U.",244,"othera",1151000
"U. West Florida",245,"all federal r d expenditures",17954000
"U. West Florida",245,"dod",5514000
"U. West Florida",245,"doe",12000
"U. West Florida",245,"hhs",921000
"U. West Florida",245,"nasa",0
"U. West Florida",245,"nsf",1396000
"U. West Florida",245,"usda",0
"U. West Florida",245,"othera",10111000
"Eastern Virginia Medical School",246,"all federal r d expenditures",17947000
"Eastern Virginia Medical School",246,"dod",207000
"Eastern Virginia Medical School",246,"doe",0
"Eastern Virginia Medical School",246,"hhs",8650000
"Eastern Virginia Medical School",246,"nasa",671000
"Eastern Virginia Medical School",246,"nsf",1000
"Eastern Virginia Medical School",246,"usda",0
"Eastern Virginia Medical School",246,"othera",8418000
"CUNY, Queens C.",247,"all federal r d expenditures",17811000
"CUNY, Queens C.",247,"dod",672000
"CUNY, Queens C.",247,"doe",9893000
"CUNY, Queens C.",247,"hhs",4122000
"CUNY, Queens C.",247,"nasa",7000
"CUNY, Queens C.",247,"nsf",3015000
"CUNY, Queens C.",247,"usda",54000
"CUNY, Queens C.",247,"othera",48000
"Texas A&M U.-Corpus Christi",248,"all federal r d expenditures",17742000
"Texas A&M U.-Corpus Christi",248,"dod",1036000
"Texas A&M U.-Corpus Christi",248,"doe",132000
"Texas A&M U.-Corpus Christi",248,"hhs",2092000
"Texas A&M U.-Corpus Christi",248,"nasa",416000
"Texas A&M U.-Corpus Christi",248,"nsf",4994000
"Texas A&M U.-Corpus Christi",248,"usda",324000
"Texas A&M U.-Corpus Christi",248,"othera",8748000
"American U.",249,"all federal r d expenditures",17462000
"American U.",249,"dod",1333000
"American U.",249,"doe",162000
"American U.",249,"hhs",2241000
"American U.",249,"nasa",2965000
"American U.",249,"nsf",5629000
"American U.",249,"usda",284000
"American U.",249,"othera",4848000
"Southern Illinois U., Carbondale",250,"all federal r d expenditures",17209000
"Southern Illinois U., Carbondale",250,"dod",1217000
"Southern Illinois U., Carbondale",250,"doe",383000
"Southern Illinois U., Carbondale",250,"hhs",7244000
"Southern Illinois U., Carbondale",250,"nasa",285000
"Southern Illinois U., Carbondale",250,"nsf",2190000
"Southern Illinois U., Carbondale",250,"usda",1691000
"Southern Illinois U., Carbondale",250,"othera",4199000
"U. Colorado Denver",251,"all federal r d expenditures",17181000
"U. Colorado Denver",251,"dod",669000
"U. Colorado Denver",251,"doe",330000
"U. Colorado Denver",251,"hhs",8429000
"U. Colorado Denver",251,"nasa",111000
"U. Colorado Denver",251,"nsf",4345000
"U. Colorado Denver",251,"usda",11000
"U. Colorado Denver",251,"othera",3286000
"Baylor U.",252,"all federal r d expenditures",17147000
"Baylor U.",252,"dod",1973000
"Baylor U.",252,"doe",1647000
"Baylor U.",252,"hhs",6242000
"Baylor U.",252,"nasa",570000
"Baylor U.",252,"nsf",4529000
"Baylor U.",252,"usda",1536000
"Baylor U.",252,"othera",650000
"San Francisco State U.",253,"all federal r d expenditures",16507000
"San Francisco State U.",253,"dod",317000
"San Francisco State U.",253,"doe",319000
"San Francisco State U.",253,"hhs",8627000
"San Francisco State U.",253,"nasa",245000
"San Francisco State U.",253,"nsf",5871000
"San Francisco State U.",253,"usda",1000
"San Francisco State U.",253,"othera",1127000
"Jackson State U.",254,"all federal r d expenditures",16443000
"Jackson State U.",254,"dod",1912000
"Jackson State U.",254,"doe",435000
"Jackson State U.",254,"hhs",5846000
"Jackson State U.",254,"nasa",90000
"Jackson State U.",254,"nsf",5241000
"Jackson State U.",254,"usda",0
"Jackson State U.",254,"othera",2919000
"Rutgers, State U. New Jersey, Newark",255,"all federal r d expenditures",16315000
"Rutgers, State U. New Jersey, Newark",255,"dod",1393000
"Rutgers, State U. New Jersey, Newark",255,"doe",225000
"Rutgers, State U. New Jersey, Newark",255,"hhs",9325000
"Rutgers, State U. New Jersey, Newark",255,"nasa",0
"Rutgers, State U. New Jersey, Newark",255,"nsf",4904000
"Rutgers, State U. New Jersey, Newark",255,"usda",46000
"Rutgers, State U. New Jersey, Newark",255,"othera",422000
"U. Puerto Rico, Rio Piedras",256,"all federal r d expenditures",16053000
"U. Puerto Rico, Rio Piedras",256,"dod",264000
"U. Puerto Rico, Rio Piedras",256,"doe",263000
"U. Puerto Rico, Rio Piedras",256,"hhs",3358000
"U. Puerto Rico, Rio Piedras",256,"nasa",2313000
"U. Puerto Rico, Rio Piedras",256,"nsf",8653000
"U. Puerto Rico, Rio Piedras",256,"usda",627000
"U. Puerto Rico, Rio Piedras",256,"othera",575000
"Tuskegee U.",257,"all federal r d expenditures",16023000
"Tuskegee U.",257,"dod",2003000
"Tuskegee U.",257,"doe",0
"Tuskegee U.",257,"hhs",4243000
"Tuskegee U.",257,"nasa",161000
"Tuskegee U.",257,"nsf",4314000
"Tuskegee U.",257,"usda",4987000
"Tuskegee U.",257,"othera",315000
"Tennessee State U.",258,"all federal r d expenditures",15983000
"Tennessee State U.",258,"dod",242000
"Tennessee State U.",258,"doe",879000
"Tennessee State U.",258,"hhs",1701000
"Tennessee State U.",258,"nasa",59000
"Tennessee State U.",258,"nsf",1899000
"Tennessee State U.",258,"usda",10846000
"Tennessee State U.",258,"othera",357000
"U. Maryland Center for Environmental Science",259,"all federal r d expenditures",15378000
"U. Maryland Center for Environmental Science",259,"dod",232000
"U. Maryland Center for Environmental Science",259,"doe",855000
"U. Maryland Center for Environmental Science",259,"hhs",0
"U. Maryland Center for Environmental Science",259,"nasa",1090000
"U. Maryland Center for Environmental Science",259,"nsf",3719000
"U. Maryland Center for Environmental Science",259,"usda",329000
"U. Maryland Center for Environmental Science",259,"othera",9153000
"North Carolina Central U.",260,"all federal r d expenditures",15188000
"North Carolina Central U.",260,"dod",1316000
"North Carolina Central U.",260,"doe",1236000
"North Carolina Central U.",260,"hhs",8125000
"North Carolina Central U.",260,"nasa",1000
"North Carolina Central U.",260,"nsf",3164000
"North Carolina Central U.",260,"usda",153000
"North Carolina Central U.",260,"othera",1193000
"California Polytechnic State U., San Luis Obispo",261,"all federal r d expenditures",14810000
"California Polytechnic State U., San Luis Obispo",261,"dod",3550000
"California Polytechnic State U., San Luis Obispo",261,"doe",573000
"California Polytechnic State U., San Luis Obispo",261,"hhs",1667000
"California Polytechnic State U., San Luis Obispo",261,"nasa",156000
"California Polytechnic State U., San Luis Obispo",261,"nsf",4267000
"California Polytechnic State U., San Luis Obispo",261,"usda",1743000
"California Polytechnic State U., San Luis Obispo",261,"othera",2854000
"Texas Tech U., Health Sciences Center",262,"all federal r d expenditures",14732000
"Texas Tech U., Health Sciences Center",262,"dod",301000
"Texas Tech U., Health Sciences Center",262,"doe",0
"Texas Tech U., Health Sciences Center",262,"hhs",13810000
"Texas Tech U., Health Sciences Center",262,"nasa",0
"Texas Tech U., Health Sciences Center",262,"nsf",390000
"Texas Tech U., Health Sciences Center",262,"usda",201000
"Texas Tech U., Health Sciences Center",262,"othera",30000
"South Dakota School of Mines and Technology",263,"all federal r d expenditures",14640000
"South Dakota School of Mines and Technology",263,"dod",3749000
"South Dakota School of Mines and Technology",263,"doe",2290000
"South Dakota School of Mines and Technology",263,"hhs",502000
"South Dakota School of Mines and Technology",263,"nasa",1159000
"South Dakota School of Mines and Technology",263,"nsf",6263000
"South Dakota School of Mines and Technology",263,"usda",243000
"South Dakota School of Mines and Technology",263,"othera",434000
"Albany Medical C.",264,"all federal r d expenditures",14193000
"Albany Medical C.",264,"dod",434000
"Albany Medical C.",264,"doe",0
"Albany Medical C.",264,"hhs",13759000
"Albany Medical C.",264,"nasa",0
"Albany Medical C.",264,"nsf",0
"Albany Medical C.",264,"usda",0
"Albany Medical C.",264,"othera",0
"U. Hawaii, system office",265,"all federal r d expenditures",14150000
"U. Hawaii, system office",265,"dod",13426000
"U. Hawaii, system office",265,"doe",0
"U. Hawaii, system office",265,"hhs",0
"U. Hawaii, system office",265,"nasa",150000
"U. Hawaii, system office",265,"nsf",0
"U. Hawaii, system office",265,"usda",0
"U. Hawaii, system office",265,"othera",574000
"U. South Dakota",266,"all federal r d expenditures",14101000
"U. South Dakota",266,"dod",229000
"U. South Dakota",266,"doe",433000
"U. South Dakota",266,"hhs",9481000
"U. South Dakota",266,"nasa",62000
"U. South Dakota",266,"nsf",3275000
"U. South Dakota",266,"usda",0
"U. South Dakota",266,"othera",621000
"California State U., Long Beach",267,"all federal r d expenditures",13758000
"California State U., Long Beach",267,"dod",230000
"California State U., Long Beach",267,"doe",236000
"California State U., Long Beach",267,"hhs",7752000
"California State U., Long Beach",267,"nasa",118000
"California State U., Long Beach",267,"nsf",3518000
"California State U., Long Beach",267,"usda",678000
"California State U., Long Beach",267,"othera",1226000
"U. Massachusetts, Dartmouth",268,"all federal r d expenditures",13742000
"U. Massachusetts, Dartmouth",268,"dod",5972000
"U. Massachusetts, Dartmouth",268,"doe",72000
"U. Massachusetts, Dartmouth",268,"hhs",829000
"U. Massachusetts, Dartmouth",268,"nasa",63000
"U. Massachusetts, Dartmouth",268,"nsf",3949000
"U. Massachusetts, Dartmouth",268,"usda",0
"U. Massachusetts, Dartmouth",268,"othera",2857000
"Illinois State U.",269,"all federal r d expenditures",13612000
"Illinois State U.",269,"dod",155000
"Illinois State U.",269,"doe",2286000
"Illinois State U.",269,"hhs",1011000
"Illinois State U.",269,"nasa",0
"Illinois State U.",269,"nsf",3570000
"Illinois State U.",269,"usda",614000
"Illinois State U.",269,"othera",5976000
"CUNY, Graduate School of Public Health and Health Policy",270,"all federal r d expenditures",13413000
"CUNY, Graduate School of Public Health and Health Policy",270,"dod",0
"CUNY, Graduate School of Public Health and Health Policy",270,"doe",0
"CUNY, Graduate School of Public Health and Health Policy",270,"hhs",12396000
"CUNY, Graduate School of Public Health and Health Policy",270,"nasa",0
"CUNY, Graduate School of Public Health and Health Policy",270,"nsf",218000
"CUNY, Graduate School of Public Health and Health Policy",270,"usda",9000
"CUNY, Graduate School of Public Health and Health Policy",270,"othera",790000
"Charles R. Drew U. of Medicine and Science",271,"all federal r d expenditures",13297000
"Charles R. Drew U. of Medicine and Science",271,"dod",0
"Charles R. Drew U. of Medicine and Science",271,"doe",0
"Charles R. Drew U. of Medicine and Science",271,"hhs",13297000
"Charles R. Drew U. of Medicine and Science",271,"nasa",0
"Charles R. Drew U. of Medicine and Science",271,"nsf",0
"Charles R. Drew U. of Medicine and Science",271,"usda",0
"Charles R. Drew U. of Medicine and Science",271,"othera",0
"Missouri State U.",272,"all federal r d expenditures",12973000
"Missouri State U.",272,"dod",11623000
"Missouri State U.",272,"doe",0
"Missouri State U.",272,"hhs",135000
"Missouri State U.",272,"nasa",139000
"Missouri State U.",272,"nsf",266000
"Missouri State U.",272,"usda",350000
"Missouri State U.",272,"othera",460000
"Xavier U. Louisiana",273,"all federal r d expenditures",12833000
"Xavier U. Louisiana",273,"dod",245000
"Xavier U. Louisiana",273,"doe",20000
"Xavier U. Louisiana",273,"hhs",9845000
"Xavier U. Louisiana",273,"nasa",516000
"Xavier U. Louisiana",273,"nsf",1520000
"Xavier U. Louisiana",273,"usda",29000
"Xavier U. Louisiana",273,"othera",658000
"Creighton U.",274,"all federal r d expenditures",12681000
"Creighton U.",274,"dod",1235000
"Creighton U.",274,"doe",308000
"Creighton U.",274,"hhs",9786000
"Creighton U.",274,"nasa",158000
"Creighton U.",274,"nsf",835000
"Creighton U.",274,"usda",46000
"Creighton U.",274,"othera",313000
"U. Alaska, Anchorage",275,"all federal r d expenditures",12646000
"U. Alaska, Anchorage",275,"dod",948000
"U. Alaska, Anchorage",275,"doe",339000
"U. Alaska, Anchorage",275,"hhs",2985000
"U. Alaska, Anchorage",275,"nasa",485000
"U. Alaska, Anchorage",275,"nsf",3691000
"U. Alaska, Anchorage",275,"usda",89000
"U. Alaska, Anchorage",275,"othera",4109000
"Western Michigan U. and Homer Stryker M.D. School of Medicine",276,"all federal r d expenditures",12631000
"Western Michigan U. and Homer Stryker M.D. School of Medicine",276,"dod",557000
"Western Michigan U. and Homer Stryker M.D. School of Medicine",276,"doe",3292000
"Western Michigan U. and Homer Stryker M.D. School of Medicine",276,"hhs",1509000
"Western Michigan U. and Homer Stryker M.D. School of Medicine",276,"nasa",776000
"Western Michigan U. and Homer Stryker M.D. School of Medicine",276,"nsf",5536000
"Western Michigan U. and Homer Stryker M.D. School of Medicine",276,"usda",3000
"Western Michigan U. and Homer Stryker M.D. School of Medicine",276,"othera",958000
"U. Texas Health Science Center, Tyler",277,"all federal r d expenditures",12555000
"U. Texas Health Science Center, Tyler",277,"dod",110000
"U. Texas Health Science Center, Tyler",277,"doe",178000
"U. Texas Health Science Center, Tyler",277,"hhs",12267000
"U. Texas Health Science Center, Tyler",277,"nasa",0
"U. Texas Health Science Center, Tyler",277,"nsf",0
"U. Texas Health Science Center, Tyler",277,"usda",0
"U. Texas Health Science Center, Tyler",277,"othera",0
"Loma Linda U.",278,"all federal r d expenditures",12485000
"Loma Linda U.",278,"dod",7000
"Loma Linda U.",278,"doe",14000
"Loma Linda U.",278,"hhs",11258000
"Loma Linda U.",278,"nasa",1125000
"Loma Linda U.",278,"nsf",0
"Loma Linda U.",278,"usda",7000
"Loma Linda U.",278,"othera",74000
"Prairie View A&M U.",279,"all federal r d expenditures",12354000
"Prairie View A&M U.",279,"dod",1092000
"Prairie View A&M U.",279,"doe",622000
"Prairie View A&M U.",279,"hhs",68000
"Prairie View A&M U.",279,"nasa",816000
"Prairie View A&M U.",279,"nsf",2469000
"Prairie View A&M U.",279,"usda",6566000
"Prairie View A&M U.",279,"othera",721000
"U. Puerto Rico, Mayaguez",280,"all federal r d expenditures",12260000
"U. Puerto Rico, Mayaguez",280,"dod",791000
"U. Puerto Rico, Mayaguez",280,"doe",843000
"U. Puerto Rico, Mayaguez",280,"hhs",1320000
"U. Puerto Rico, Mayaguez",280,"nasa",195000
"U. Puerto Rico, Mayaguez",280,"nsf",4972000
"U. Puerto Rico, Mayaguez",280,"usda",771000
"U. Puerto Rico, Mayaguez",280,"othera",3368000
"Alabama A&M U.",281,"all federal r d expenditures",12197000
"Alabama A&M U.",281,"dod",1861000
"Alabama A&M U.",281,"doe",747000
"Alabama A&M U.",281,"hhs",6502000
"Alabama A&M U.",281,"nasa",180000
"Alabama A&M U.",281,"nsf",1449000
"Alabama A&M U.",281,"usda",468000
"Alabama A&M U.",281,"othera",990000
"CUNY, Advanced Science Research Center",282,"all federal r d expenditures",11916000
"CUNY, Advanced Science Research Center",282,"dod",5272000
"CUNY, Advanced Science Research Center",282,"doe",488000
"CUNY, Advanced Science Research Center",282,"hhs",4019000
"CUNY, Advanced Science Research Center",282,"nasa",139000
"CUNY, Advanced Science Research Center",282,"nsf",1656000
