"institution","rank","source","dollars"
"U. Maryland Center for Environmental Science",223,"all other sources",276000
"SUNY, Upstate Medical U.",224,"all r d expenditures",53219000
"SUNY, Upstate Medical U.",224,"federal government",30069000
"SUNY, Upstate Medical U.",224,"state and local government",2231000
"SUNY, Upstate Medical U.",224,"institution funds",11303000
"SUNY, Upstate Medical U.",224,"business",6335000
"SUNY, Upstate Medical U.",224,"nonprofit organizations",2054000
"SUNY, Upstate Medical U.",224,"all other sources",1227000
"U. South Alabama",225,"all r d expenditures",53182000
"U. South Alabama",225,"federal government",28637000
"U. South Alabama",225,"state and local government",683000
"U. South Alabama",225,"institution funds",19291000
"U. South Alabama",225,"business",1300000
"U. South Alabama",225,"nonprofit organizations",2422000
"U. South Alabama",225,"all other sources",849000
"Boise State U.",226,"all r d expenditures",52989000
"Boise State U.",226,"federal government",35801000
"Boise State U.",226,"state and local government",3473000
"Boise State U.",226,"institution funds",12190000
"Boise State U.",226,"business",426000
"Boise State U.",226,"nonprofit organizations",704000
"Boise State U.",226,"all other sources",395000
"Loyola U., Chicago",227,"all r d expenditures",52445000
"Loyola U., Chicago",227,"federal government",29712000
"Loyola U., Chicago",227,"state and local government",242000
"Loyola U., Chicago",227,"institution funds",12892000
"Loyola U., Chicago",227,"business",4302000
"Loyola U., Chicago",227,"nonprofit organizations",4062000
"Loyola U., Chicago",227,"all other sources",1235000
"Nova Southeastern U.",228,"all r d expenditures",50173000
"Nova Southeastern U.",228,"federal government",11637000
"Nova Southeastern U.",228,"state and local government",3862000
"Nova Southeastern U.",228,"institution funds",32874000
"Nova Southeastern U.",228,"business",543000
"Nova Southeastern U.",228,"nonprofit organizations",762000
"Nova Southeastern U.",228,"all other sources",495000
"Texas Tech U., Health Sciences Center",229,"all r d expenditures",48638000
"Texas Tech U., Health Sciences Center",229,"federal government",14732000
"Texas Tech U., Health Sciences Center",229,"state and local government",18670000
"Texas Tech U., Health Sciences Center",229,"institution funds",9432000
"Texas Tech U., Health Sciences Center",229,"business",608000
"Texas Tech U., Health Sciences Center",229,"nonprofit organizations",3205000
"Texas Tech U., Health Sciences Center",229,"all other sources",1991000
"Marquette U.",230,"all r d expenditures",47819000
"Marquette U.",230,"federal government",20055000
"Marquette U.",230,"state and local government",246000
"Marquette U.",230,"institution funds",18010000
"Marquette U.",230,"business",879000
"Marquette U.",230,"nonprofit organizations",2385000
"Marquette U.",230,"all other sources",6244000
"Rowan U.",231,"all r d expenditures",47810000
"Rowan U.",231,"federal government",18454000
"Rowan U.",231,"state and local government",6659000
"Rowan U.",231,"institution funds",20501000
"Rowan U.",231,"business",1230000
"Rowan U.",231,"nonprofit organizations",966000
"Rowan U.",231,"all other sources",0
"Catholic U. of America",232,"all r d expenditures",47022000
"Catholic U. of America",232,"federal government",35502000
"Catholic U. of America",232,"state and local government",1147000
"Catholic U. of America",232,"institution funds",7957000
"Catholic U. of America",232,"business",264000
"Catholic U. of America",232,"nonprofit organizations",2124000
"Catholic U. of America",232,"all other sources",28000
"Portland State U.",233,"all r d expenditures",46324000
"Portland State U.",233,"federal government",31731000
"Portland State U.",233,"state and local government",5312000
"Portland State U.",233,"institution funds",5753000
"Portland State U.",233,"business",708000
"Portland State U.",233,"nonprofit organizations",2244000
"Portland State U.",233,"all other sources",576000
"Mercer U.",234,"all r d expenditures",45247000
"Mercer U.",234,"federal government",29944000
"Mercer U.",234,"state and local government",58000
"Mercer U.",234,"institution funds",8973000
"Mercer U.",234,"business",3247000
"Mercer U.",234,"nonprofit organizations",187000
"Mercer U.",234,"all other sources",2838000
"Western Michigan U. and Homer Stryker M.D. School of Medicine",235,"all r d expenditures",45157000
"Western Michigan U. and Homer Stryker M.D. School of Medicine",235,"federal government",12631000
"Western Michigan U. and Homer Stryker M.D. School of Medicine",235,"state and local government",1216000
"Western Michigan U. and Homer Stryker M.D. School of Medicine",235,"institution funds",25832000
"Western Michigan U. and Homer Stryker M.D. School of Medicine",235,"business",3280000
"Western Michigan U. and Homer Stryker M.D. School of Medicine",235,"nonprofit organizations",603000
"Western Michigan U. and Homer Stryker M.D. School of Medicine",235,"all other sources",1595000
"U.S. Air Force Academy",236,"all r d expenditures",44880000
"U.S. Air Force Academy",236,"federal government",44056000
"U.S. Air Force Academy",236,"state and local government",0
"U.S. Air Force Academy",236,"institution funds",0
"U.S. Air Force Academy",236,"business",357000
"U.S. Air Force Academy",236,"nonprofit organizations",0
"U.S. Air Force Academy",236,"all other sources",467000
"U. North Carolina, Greensboro",237,"all r d expenditures",44521000
"U. North Carolina, Greensboro",237,"federal government",31581000
"U. North Carolina, Greensboro",237,"state and local government",363000
"U. North Carolina, Greensboro",237,"institution funds",10750000
"U. North Carolina, Greensboro",237,"business",450000
"U. North Carolina, Greensboro",237,"nonprofit organizations",1055000
"U. North Carolina, Greensboro",237,"all other sources",322000
"Morgan State U.",238,"all r d expenditures",43868000
"Morgan State U.",238,"federal government",30451000
"Morgan State U.",238,"state and local government",5582000
"Morgan State U.",238,"institution funds",5635000
"Morgan State U.",238,"business",721000
"Morgan State U.",238,"nonprofit organizations",644000
"Morgan State U.",238,"all other sources",835000
"East Tennessee State U.",239,"all r d expenditures",42335000
"East Tennessee State U.",239,"federal government",10776000
"East Tennessee State U.",239,"state and local government",2889000
"East Tennessee State U.",239,"institution funds",24910000
"East Tennessee State U.",239,"business",130000
"East Tennessee State U.",239,"nonprofit organizations",3601000
"East Tennessee State U.",239,"all other sources",29000
"U. Massachusetts, Dartmouth",240,"all r d expenditures",42018000
"U. Massachusetts, Dartmouth",240,"federal government",13742000
"U. Massachusetts, Dartmouth",240,"state and local government",2933000
"U. Massachusetts, Dartmouth",240,"institution funds",21993000
"U. Massachusetts, Dartmouth",240,"business",1808000
"U. Massachusetts, Dartmouth",240,"nonprofit organizations",1267000
"U. Massachusetts, Dartmouth",240,"all other sources",275000
"Chapman U.",241,"all r d expenditures",41791000
"Chapman U.",241,"federal government",10015000
"Chapman U.",241,"state and local government",303000
"Chapman U.",241,"institution funds",23533000
"Chapman U.",241,"business",383000
"Chapman U.",241,"nonprofit organizations",7481000
"Chapman U.",241,"all other sources",76000
"U. West Florida",242,"all r d expenditures",40454000
"U. West Florida",242,"federal government",17954000
"U. West Florida",242,"state and local government",542000
"U. West Florida",242,"institution funds",20955000
"U. West Florida",242,"business",601000
"U. West Florida",242,"nonprofit organizations",402000
"U. West Florida",242,"all other sources",0
"Georgia Southern U.",243,"all r d expenditures",40026000
"Georgia Southern U.",243,"federal government",3562000
"Georgia Southern U.",243,"state and local government",521000
"Georgia Southern U.",243,"institution funds",30268000
"Georgia Southern U.",243,"business",5367000
"Georgia Southern U.",243,"nonprofit organizations",270000
"Georgia Southern U.",243,"all other sources",38000
"Texas A&M U.-Corpus Christi",244,"all r d expenditures",39305000
"Texas A&M U.-Corpus Christi",244,"federal government",17742000
"Texas A&M U.-Corpus Christi",244,"state and local government",10790000
"Texas A&M U.-Corpus Christi",244,"institution funds",5118000
"Texas A&M U.-Corpus Christi",244,"business",230000
"Texas A&M U.-Corpus Christi",244,"nonprofit organizations",2783000
"Texas A&M U.-Corpus Christi",244,"all other sources",2642000
"Montclair State U.",245,"all r d expenditures",38209000
"Montclair State U.",245,"federal government",5916000
"Montclair State U.",245,"state and local government",707000
"Montclair State U.",245,"institution funds",29934000
"Montclair State U.",245,"business",26000
"Montclair State U.",245,"nonprofit organizations",1621000
"Montclair State U.",245,"all other sources",5000
"Oakland U.",246,"all r d expenditures",37263000
"Oakland U.",246,"federal government",9600000
"Oakland U.",246,"state and local government",3066000
"Oakland U.",246,"institution funds",15987000
"Oakland U.",246,"business",4953000
"Oakland U.",246,"nonprofit organizations",1636000
"Oakland U.",246,"all other sources",2021000
"CUNY, Hunter C.",247,"all r d expenditures",37172000
"CUNY, Hunter C.",247,"federal government",22124000
"CUNY, Hunter C.",247,"state and local government",3037000
"CUNY, Hunter C.",247,"institution funds",9506000
"CUNY, Hunter C.",247,"business",739000
"CUNY, Hunter C.",247,"nonprofit organizations",1293000
"CUNY, Hunter C.",247,"all other sources",473000
"California Polytechnic State U., San Luis Obispo",248,"all r d expenditures",35830000
"California Polytechnic State U., San Luis Obispo",248,"federal government",14810000
"California Polytechnic State U., San Luis Obispo",248,"state and local government",4997000
"California Polytechnic State U., San Luis Obispo",248,"institution funds",12550000
"California Polytechnic State U., San Luis Obispo",248,"business",1205000
"California Polytechnic State U., San Luis Obispo",248,"nonprofit organizations",2182000
"California Polytechnic State U., San Luis Obispo",248,"all other sources",86000
"Louisiana State U., Health Sciences Center, Shreveport",249,"all r d expenditures",35624000
"Louisiana State U., Health Sciences Center, Shreveport",249,"federal government",18742000
"Louisiana State U., Health Sciences Center, Shreveport",249,"state and local government",158000
"Louisiana State U., Health Sciences Center, Shreveport",249,"institution funds",8014000
"Louisiana State U., Health Sciences Center, Shreveport",249,"business",3715000
"Louisiana State U., Health Sciences Center, Shreveport",249,"nonprofit organizations",4995000
"Louisiana State U., Health Sciences Center, Shreveport",249,"all other sources",0
"SUNY, Downstate Health Sciences U.",250,"all r d expenditures",35600000
"SUNY, Downstate Health Sciences U.",250,"federal government",28543000
"SUNY, Downstate Health Sciences U.",250,"state and local government",0
"SUNY, Downstate Health Sciences U.",250,"institution funds",3431000
"SUNY, Downstate Health Sciences U.",250,"business",313000
"SUNY, Downstate Health Sciences U.",250,"nonprofit organizations",3005000
"SUNY, Downstate Health Sciences U.",250,"all other sources",308000
"San Francisco State U.",251,"all r d expenditures",34466000
"San Francisco State U.",251,"federal government",16507000
"San Francisco State U.",251,"state and local government",1978000
