"institution","rank","source","field","dollars"
"Dartmouth C. and Dartmouth Hitchcock Medical Center",502,"State and local government","mathematics and statistics",0
"Dartmouth C. and Dartmouth Hitchcock Medical Center",502,"State and local government","physical sciences",0
"Dartmouth C. and Dartmouth Hitchcock Medical Center",502,"State and local government","psychology",0
"Dartmouth C. and Dartmouth Hitchcock Medical Center",502,"State and local government","social sciences",0
"Dartmouth C. and Dartmouth Hitchcock Medical Center",502,"State and local government","sciences nec",0
"Dartmouth C. and Dartmouth Hitchcock Medical Center",502,"State and local government","engineering",0
"Dartmouth C. and Dartmouth Hitchcock Medical Center",502,"State and local government","all non s e fields",0
"Reed C.",503,"State and local government","all r d expenditures",44000
"Reed C.",503,"State and local government","computer and information sciences",0
"Reed C.",503,"State and local government","geosciences atmospheric sciences and ocean sciences",0
"Reed C.",503,"State and local government","life sciences",18000
"Reed C.",503,"State and local government","mathematics and statistics",0
"Reed C.",503,"State and local government","physical sciences",5000
"Reed C.",503,"State and local government","psychology",2000
"Reed C.",503,"State and local government","social sciences",6000
"Reed C.",503,"State and local government","sciences nec",0
"Reed C.",503,"State and local government","engineering",0
"Reed C.",503,"State and local government","all non s e fields",13000
"U. South Carolina, Beaufort",504,"State and local government","all r d expenditures",43000
"U. South Carolina, Beaufort",504,"State and local government","computer and information sciences",0
"U. South Carolina, Beaufort",504,"State and local government","geosciences atmospheric sciences and ocean sciences",43000
"U. South Carolina, Beaufort",504,"State and local government","life sciences",0
"U. South Carolina, Beaufort",504,"State and local government","mathematics and statistics",0
"U. South Carolina, Beaufort",504,"State and local government","physical sciences",0
"U. South Carolina, Beaufort",504,"State and local government","psychology",0
"U. South Carolina, Beaufort",504,"State and local government","social sciences",0
"U. South Carolina, Beaufort",504,"State and local government","sciences nec",0
"U. South Carolina, Beaufort",504,"State and local government","engineering",0
"U. South Carolina, Beaufort",504,"State and local government","all non s e fields",0
"Azusa Pacific U.",505,"State and local government","all r d expenditures",40000
"Azusa Pacific U.",505,"State and local government","computer and information sciences",0
"Azusa Pacific U.",505,"State and local government","geosciences atmospheric sciences and ocean sciences",0
"Azusa Pacific U.",505,"State and local government","life sciences",0
"Azusa Pacific U.",505,"State and local government","mathematics and statistics",0
"Azusa Pacific U.",505,"State and local government","physical sciences",0
"Azusa Pacific U.",505,"State and local government","psychology",40000
"Azusa Pacific U.",505,"State and local government","social sciences",0
"Azusa Pacific U.",505,"State and local government","sciences nec",0
"Azusa Pacific U.",505,"State and local government","engineering",0
"Azusa Pacific U.",505,"State and local government","all non s e fields",0
"Northland C.",505,"State and local government","all r d expenditures",40000
"Northland C.",505,"State and local government","computer and information sciences",0
"Northland C.",505,"State and local government","geosciences atmospheric sciences and ocean sciences",2000
"Northland C.",505,"State and local government","life sciences",18000
"Northland C.",505,"State and local government","mathematics and statistics",0
"Northland C.",505,"State and local government","physical sciences",0
"Northland C.",505,"State and local government","psychology",2000
"Northland C.",505,"State and local government","social sciences",5000
"Northland C.",505,"State and local government","sciences nec",0
"Northland C.",505,"State and local government","engineering",0
"Northland C.",505,"State and local government","all non s e fields",13000
"Oklahoma State U., Center for Health Sciences",505,"State and local government","all r d expenditures",40000
"Oklahoma State U., Center for Health Sciences",505,"State and local government","computer and information sciences",0
"Oklahoma State U., Center for Health Sciences",505,"State and local government","geosciences atmospheric sciences and ocean sciences",0
"Oklahoma State U., Center for Health Sciences",505,"State and local government","life sciences",40000
"Oklahoma State U., Center for Health Sciences",505,"State and local government","mathematics and statistics",0
"Oklahoma State U., Center for Health Sciences",505,"State and local government","physical sciences",0
"Oklahoma State U., Center for Health Sciences",505,"State and local government","psychology",0
"Oklahoma State U., Center for Health Sciences",505,"State and local government","social sciences",0
"Oklahoma State U., Center for Health Sciences",505,"State and local government","sciences nec",0
"Oklahoma State U., Center for Health Sciences",505,"State and local government","engineering",0
"Oklahoma State U., Center for Health Sciences",505,"State and local government","all non s e fields",0
"Nevada State C.",508,"State and local government","all r d expenditures",33000
"Nevada State C.",508,"State and local government","computer and information sciences",0
"Nevada State C.",508,"State and local government","geosciences atmospheric sciences and ocean sciences",33000
"Nevada State C.",508,"State and local government","life sciences",0
"Nevada State C.",508,"State and local government","mathematics and statistics",0
"Nevada State C.",508,"State and local government","physical sciences",0
"Nevada State C.",508,"State and local government","psychology",0
